id,timestamp,email,fullname,firstname,surname,friends,teachers
250,12:03:04 AM,glass.tristian@madisonps.org,Tristian Glass,Tristian,Glass,Toby Gardner|Tommy Vega|Dominique Elliott|Joanna Waters|Joy Kramer,Mrs. Francis|Mrs. Drake|Mrs. Maddox
251,12:52:23 AM,turner.anastasia@madisonps.org,Anastasia Turner,Anastasia,Turner,Ali Pearson|Wade Gillespie|Oliver Tate|Jovani Arellano|Jeramiah Crane,Mrs. Kane|Mrs. Reid|Mr. Campbell|Mr. Figueroa
252,5:46:19 PM,kennedy.jadiel@madisonps.org,Jadiel Kennedy,Jadiel,Kennedy,Calvin Wang,Mr. Collins|Mrs. Strong|Mr. Graham
253,2:28:51 AM,reese.keshawn@madisonps.org,Keshawn Reese,Keshawn,Reese,Javier Maynard|Asia Liu,Mr. Roberts|Mr. Richmond|Mrs. Harvey
254,6:45:22 PM,thornton.bryson@madisonps.org,Bryson Thornton,Bryson,Thornton,Jacey Stout|Albert Key|Marely Fuentes|Tobias Chase|Madden Mckenzie,Mr. Vazquez|Mr. Patrick|Mrs. Sanchez|Mrs. Chandler
255,10:56:31 PM,rollins.mariyah@madisonps.org,Mariyah Rollins,Mariyah,Rollins,Eric Cantrell|Mattie Gallegos|Monique Schwartz|Tanya Finley|Bianca Roberson,Mrs. Strong|Mr. Dalton|Mrs. Chang
256,6:00:24 PM,duke.scarlet@madisonps.org,Scarlet Duke,Scarlet,Duke,Santino Villarreal|Cadence Jacobs|Serena Meadows,Mrs. Holt|Mr. Reed|Mr. Suarez|Mrs. Solomon|Mrs. Costa
257,9:52:00 PM,logan.jane@madisonps.org,Jane Logan,Jane,Logan,Caylee Nunez|Scott Hoffman|Malia Osborn|Clarissa Bruce,Mrs. Mosley|Mr. Vasquez|Mr. Webb|Mr. Campbell|Mrs. Holt
258,11:45:11 AM,vega.tommy@madisonps.org,Tommy Vega,Tommy,Vega,Angela Austin|Jayleen Vincent|Leonard Campbell|Tripp Ashley|Jolie Salas,Mr. Reed|Mr. Marshall|Mrs. Costa|Mr. Lowe|Mr. Dalton
259,3:34:57 PM,boyle.alondra@madisonps.org,Alondra Boyle,Alondra,Boyle,Lillianna Logan|Jacoby Pope|Jorden Roberts|Angelo Carlson|Tristian Glass,Mrs. Oliver
260,5:17:29 AM,garrett.leonel@madisonps.org,Leonel Garrett,Leonel,Garrett,Savanna Lawson|Kael Wiley|Darren Mccormick|Everett Burgess|Yareli Irwin,Mr. Hester|Mr. Cabrera
261,11:39:29 AM,weeks.brynlee@madisonps.org,Brynlee Weeks,Brynlee,Weeks,Charlotte Cline|Preston Kaufman|Katherine Allison|Daniela Jimenez|Jayden Hutchinson,Mr. Braun|Mr. Huffman|Mrs. Braun|Mrs. Drake|Mr. Gillespie
262,10:54:48 AM,good.joselyn@madisonps.org,Joselyn Good,Joselyn,Good,Ciara Armstrong,Mrs. Wood|Mr. Roberts|Mrs. Reid
263,2:10:22 PM,bernard.john@madisonps.org,John Bernard,John,Bernard,Jair Carson|Noe Riddle,Mrs. Lam|Mrs. Strong|Mrs. Flynn|Mr. Campbell
264,4:43:32 PM,jacobs.justin@madisonps.org,Justin Jacobs,Justin,Jacobs,Samara Schmitt|Carson Walker|Tristian Glass|Dominique Elliott|Crystal Grant,Mrs. Velez|Mr. Miles|Mr. Lowe
265,5:00:17 AM,bond.jazlynn@madisonps.org,Jazlynn Bond,Jazlynn,Bond,Paola Bartlett|Coby Davis|Caleb Singleton|Valerie Perkins|Caitlyn Raymond,Mr. Huffman|Mrs. Reid|Mrs. Solomon
266,11:54:04 AM,hill.jamie@madisonps.org,Jamie Hill,Jamie,Hill,Noah Buck|Patience Greene|Halle Green,Mr. Dorsey|Mr. Webb|Mr. Thompson|Mrs. Pollard
267,12:03:05 PM,terry.alisson@madisonps.org,Alisson Terry,Alisson,Terry,Cristian Lawson|Kiersten Joseph|Jovani Arellano|Taylor Middleton,Mrs. Lucas|Mr. Merritt|Mrs. Blackburn
268,7:43:27 AM,gray.dayami@madisonps.org,Dayami Gray,Dayami,Gray,Naima Sims|Conner Benitez|Matthias Cline|Marely Schultz|Tripp Ashley,Mrs. Drake|Mrs. Drake|Mrs. Schaefer|Mrs. Lam|Mr. Frazier
269,1:51:01 PM,zamora.pedro@madisonps.org,Pedro Zamora,Pedro,Zamora,Trevor Buchanan|German Watkins|Leonel Shelton|Mckinley Blair|Davion Garrett,Mrs. Conley|Mrs. Gutierrez|Mrs. Hunt|Mr. Richmond|Mr. Miles
270,12:08:05 AM,garza.marlie@madisonps.org,Marlie Garza,Marlie,Garza,Lydia Hutchinson|Arabella Duffy|Amelie Kent|Asia Liu|Yareli Irwin,Mr. Merritt|Mr. Lucero|Mrs. Hahn|Mr. Mcfarland|Mrs. Luna
271,5:03:43 PM,guerrero.crystal@madisonps.org,Crystal Guerrero,Crystal,Guerrero,Katelyn Benton|Calvin Garrison|Kallie Huber|Angela Austin|Ingrid Cantu,Mr. Collins
272,2:01:44 AM,perez.kamora@madisonps.org,Kamora Perez,Kamora,Perez,Mylie Arias,Mrs. Marquez|Mrs. Chandler
273,8:20:19 AM,lindsey.elle@madisonps.org,Elle Lindsey,Elle,Lindsey,Benjamin Huff|Abel Jacobs,Mrs. Drake|Mrs. Parsons|Mrs. Conley|Mr. Morrow|Mr. Young
274,4:08:44 AM,best.addison@madisonps.org,Addison Best,Addison,Best,Jakobe Andrade|Catherine Evans|Amber Palmer|Rayan Powers|Damarion Craig,Mr. Hester|Mrs. Marquez|Mr. Schaefer
275,4:56:24 PM,carpenter.maggie@madisonps.org,Maggie Carpenter,Maggie,Carpenter,Jay Nichols|Nyasia Banks|Carolyn Roy|Lennon Spence|Trevin Steele,Mrs. Sanchez|Mr. Montoya|Mr. Mcguire|Mrs. Lam
276,7:17:24 AM,ryan.elian@madisonps.org,Elian Ryan,Elian,Ryan,Naima Sims|Evangeline Walsh|Elise Miller,Mrs. Braun|Mrs. Savage|Mr. Montoya
277,6:26:23 PM,bryant.jacey@madisonps.org,Jacey Bryant,Jacey,Bryant,Jovan Gomez|Thalia Simpson|Emiliano Clements|Jade Moses,Mr. Graham|Mr. Carey|Mr. Caldwell
278,2:14:06 PM,hess.zion@madisonps.org,Zion Hess,Zion,Hess,Saniya Walton|Lucy Rojas|Harper Olsen|Juliet Chaney|Fatima Hall,Mr. Terrell|Mr. Schaefer|Mrs. Lucas|Mr. Webb
279,11:37:31 AM,oneill.alani@madisonps.org,Alani Oneill,Alani,Oneill,Patience Greene|Johan Friedman|Kale Massey|Jacey Stout|Miriam Mills,Mr. Vazquez|Mr. Marshall|Mr. Willis
280,5:19:21 AM,haas.jaliyah@madisonps.org,Jaliyah Haas,Jaliyah,Haas,Roderick Gonzalez|Meadow Bell|Andy Olson|Miley Merritt|Jorden Roberts,Mr. King|Mrs. Pugh|Mr. Willis|Mr. Vazquez|Mrs. Lam
281,8:04:51 AM,church.rocco@madisonps.org,Rocco Church,Rocco,Church,Mohamed Mack|Kenny Dennis|Asia Liu|Jakob Orr|Bentley Moreno,Mrs. Wall|Mr. Suarez|Mrs. Lawson|Mr. Schaefer|Mrs. Wood
282,2:19:17 AM,mathews.joslyn@madisonps.org,Joslyn Mathews,Joslyn,Mathews,Matthias Cline,Mrs. Conley|Mrs. Solomon|Mr. Gillespie|Mr. Floyd|Mrs. Mcmillan
283,9:59:42 PM,higgins.trace@madisonps.org,Trace Higgins,Trace,Higgins,Caleb Dillon|Julianne Case,Mr. Dorsey
284,5:24:57 PM,miles.mohammad@madisonps.org,Mohammad Miles,Mohammad,Miles,Carmen Savage|Halle Humphrey|Iris West|Imani Kidd|Max Hubbard,Mr. Floyd|Mrs. Gutierrez
285,11:04:05 PM,fischer.tara@madisonps.org,Tara Fischer,Tara,Fischer,Casey Hernandez|Broderick Hinton|Jaylynn Ponce|Johan Friedman|Tristan Duncan,Mrs. Velez|Mr. Miles|Mrs. Conley|Mr. Reed|Mr. Rose
286,9:48:53 PM,roman.maddox@madisonps.org,Maddox Roman,Maddox,Roman,Virginia Griffin|Catalina Wood|Yadira Hodge,Mr. Thompson|Mr. Gibson|Mrs. Marquez
287,4:28:57 PM,ross.dax@madisonps.org,Dax Ross,Dax,Ross,Noe Riddle|Jamal Johnston|Sage Ellis|Morgan Rangel,Mrs. Luna|Mr. Hester|Mrs. Parsons|Mr. Farmer
288,9:16:56 AM,schwartz.monique@madisonps.org,Monique Schwartz,Monique,Schwartz,Marco Fry|Tamia Nunez|Charlotte Burns|Chanel Terrell|Saniya Walton,Mr. Cook|Mr. Mcguire|Mr. Mcguire
289,12:50:48 AM,hawkins.hassan@madisonps.org,Hassan Hawkins,Hassan,Hawkins,Jaslene Marsh|Johnathan Cabrera|Kenley Sellers|Avah Harding|Jonathon Castaneda,Mrs. Nixon|Mrs. Costa|Mr. Caldwell
290,1:21:56 AM,hodge.jaylin@madisonps.org,Jaylin Hodge,Jaylin,Hodge,Marely Schultz|Amiah Wallace|Stephanie Sanchez|Andy Olson|Ada Gaines,Mr. Willis|Mr. Webb|Mrs. Mcmillan|Mrs. Velez
291,2:07:04 AM,joseph.kiersten@madisonps.org,Kiersten Joseph,Kiersten,Joseph,Deandre Vega|Shayla Beck|Kaley Fox|Addison Best|Christian Salazar,Mr. Lowe|Mr. Huffman|Mrs. Chandler
292,6:48:24 PM,lynch.pierce@madisonps.org,Pierce Lynch,Pierce,Lynch,Juan Parsons,Mr. Reed|Mr. Campbell|Mrs. Huynh|Mr. Mcguire|Mr. Lucero
293,9:19:41 AM,haney.shiloh@madisonps.org,Shiloh Haney,Shiloh,Haney,Jaiden Arias|Trevin Steele,Mrs. Pugh|Mr. Carey|Mr. Richmond|Mr. Livingston|Mr. Schaefer
294,9:01:43 PM,wyatt.nikhil@madisonps.org,Nikhil Wyatt,Nikhil,Wyatt,Justin Jacobs|Mireya Webb|Dillon Santana|Liana Bullock|German Watkins,Mrs. Wall|Mrs. Braun|Mr. Terrell|Mr. Floyd|Mrs. Mcmillan
295,2:03:18 PM,knapp.quinn@madisonps.org,Quinn Knapp,Quinn,Knapp,Peter Shea|Lea Grimes|Jaqueline Hickman|Ann Hanson|Derrick Bennett,Mr. Braun
296,9:23:46 PM,frey.kristian@madisonps.org,Kristian Frey,Kristian,Frey,Michaela Nichols|Mercedes Mccormick|Hunter Mckenzie,Mr. Montoya|Mrs. Schaefer
297,4:54:25 PM,griffin.virginia@madisonps.org,Virginia Griffin,Virginia,Griffin,Mercedes Mccormick|Cassandra Fitzgerald|Lydia Owens|Roman Yates,Mrs. Walton|Mr. Figueroa|Mr. Vasquez|Mrs. Gutierrez|Mrs. Chandler
298,8:29:48 AM,crawford.isiah@madisonps.org,Isiah Crawford,Isiah,Crawford,Jayvon Finley|Andre Gilbert|Nickolas Mays|Lana Velazquez|Libby Sawyer,Mrs. Maddox|Mr. Caldwell|Mr. Braun
299,5:01:26 PM,wilkerson.joanna@madisonps.org,Joanna Wilkerson,Joanna,Wilkerson,Reid Mueller|Joselyn Good|Darrell Mcintosh|Elaina Bennett|Sam Werner,Mr. Braun|Mrs. Blackburn|Mrs. Lam|Mrs. Luna
300,8:14:09 AM,porter.cynthia@madisonps.org,Cynthia Porter,Cynthia,Porter,Mckinley Blair|Samuel Keith|Emmalee Mcconnell|Kael Shah|Alondra Boyle,Mr. Gibson|Mrs. Chang|Mrs. Mosley
301,8:06:38 AM,olson.oscar@madisonps.org,Oscar Olson,Oscar,Olson,Tripp Bradford|Nayeli Vang|Tony Graves|Areli Lang|Andrea Miller,Mrs. Chang|Mr. Gillespie|Mrs. Walton
302,12:46:34 AM,phillips.noelle@madisonps.org,Noelle Phillips,Noelle,Phillips,Miley Merritt,Mr. Rose|Mr. Thompson|Mrs. Costa|Mrs. Oliver
303,2:49:11 PM,schultz.janet@madisonps.org,Janet Schultz,Janet,Schultz,Marcos Mills|Wade Gillespie,Mrs. Solomon|Mr. Vazquez|Mrs. Schaefer
304,7:24:36 PM,lawson.cristian@madisonps.org,Cristian Lawson,Cristian,Lawson,Conner Benitez|Harold Hancock|Sterling Beasley|Hector Marks|Skyler Watkins,Mr. Gonzales|Mr. Graham|Mrs. Wood|Mr. Vasquez|Mrs. Chang
305,6:49:21 PM,lamb.howard@madisonps.org,Howard Lamb,Howard,Lamb,Ryan Solomon|Easton Cochran|Israel Tucker|Fernanda Tucker|Sanai Duffy,Mr. Gillespie|Mrs. Lucas|Mrs. Blackburn|Mrs. Schaefer|Mrs. Drake
306,8:01:26 PM,wyatt.ciara@madisonps.org,Ciara Wyatt,Ciara,Wyatt,Mattie Pearson|Jakobe Andrade|Faith Stokes,Mrs. Pugh|Mrs. Bentley|Mrs. Rollins|Mr. Farmer|Mrs. Rollins
307,11:49:21 PM,vang.nayeli@madisonps.org,Nayeli Vang,Nayeli,Vang,Tristan Duncan|Amirah Liu|Deshawn Gillespie|Mercedes Dominguez,Mr. Montoya
308,6:20:44 PM,rowe.alia@madisonps.org,Alia Rowe,Alia,Rowe,Rihanna Pacheco|Miley Merritt|Virginia Griffin|Andrea Vance|Alia Rowe,Mr. Carey|Mrs. Parsons
309,4:39:58 PM,fitzgerald.mariam@madisonps.org,Mariam Fitzgerald,Mariam,Fitzgerald,Dania Cordova|Maggie Carpenter|Anika Hull|Amiah Berger|Eric Cantrell,Mrs. Strong|Mr. Patrick|Mrs. Pollard|Mr. Farmer|Mr. Dorsey
310,12:28:43 AM,berger.amiah@madisonps.org,Amiah Berger,Amiah,Berger,Jazlynn Bond|Cannon Lee|Mariam Cohen|Malia Osborn|Lara Choi,Mrs. Oliver|Mr. Campbell|Mr. Dorsey
311,5:58:06 AM,flores.kailee@madisonps.org,Kailee Flores,Kailee,Flores,Jaylin Hodge|Zackery Galloway|Nylah York|Natalya Cruz|Lyla Martinez,Mrs. Pollard|Mr. Campbell|Mr. King|Mr. Caldwell
312,1:40:10 PM,fischer.jenny@madisonps.org,Jenny Fischer,Jenny,Fischer,Hope Fuentes,Mr. Terrell|Mr. Marshall|Mr. Frazier
313,2:04:50 AM,mcmahon.raven@madisonps.org,Raven Mcmahon,Raven,Mcmahon,Amiah Berger|Alaina Rogers,Mrs. Francis|Mr. Roberts|Mr. Reed
314,6:36:36 AM,espinoza.katrina@madisonps.org,Katrina Espinoza,Katrina,Espinoza,Calvin Garrison|Leonel Shelton|Joanna Waters|Kelsey Meadows|Andrea Vance,Mr. Campbell|Mrs. Marquez|Mrs. Pugh|Mr. Schaefer
315,9:21:59 AM,gentry.tatum@madisonps.org,Tatum Gentry,Tatum,Gentry,Isaiah Murillo|Kolton Olsen|Mckinley Blair|Gauge David|Lena Larson,Mr. Merritt|Mrs. Sanchez|Mrs. Chang
316,1:35:09 PM,wang.urijah@madisonps.org,Urijah Wang,Urijah,Wang,Lucian Parsons|Joshua Ferrell|Keon Stone,Mr. Caldwell|Mr. Mcfarland|Mrs. Sanchez|Mr. Dalton|Mrs. Hickman
317,12:49:37 AM,hansen.danica@madisonps.org,Danica Hansen,Danica,Hansen,Roderick Gonzalez|Julianne Drake|Mercedes Mccormick|Toby Gardner,Mrs. Maddox|Mr. Lowe|Mr. Costa|Mr. Miles|Mr. Morrow
318,12:34:16 AM,mercer.aedan@madisonps.org,Aedan Mercer,Aedan,Mercer,Emelia Shields|Ronald Beltran|Cortez Savage|Damion Stone|Elise Miller,Mrs. Chavez|Mrs. Chandler|Mrs. Rollins|Mr. Cook|Mr. Caldwell
319,5:09:30 PM,hood.kayla@madisonps.org,Kayla Hood,Kayla,Hood,Maren Harmon|Jenny Decker|Edgar Kelly|Ciara Wyatt|Martha Harper,Mrs. Chang
320,5:59:10 PM,haas.shirley@madisonps.org,Shirley Haas,Shirley,Haas,Lea Grimes|Easton Cochran|Calvin Garrison|Liberty Hardin|Raegan Rush,Mr. Cook|Mrs. Ferrell
321,1:53:36 AM,olsen.harper@madisonps.org,Harper Olsen,Harper,Olsen,Samuel Keith|Nigel Galloway|Roderick Gonzalez|Shirley Haas|Darrell Mcintosh,Mr. Gentry|Mr. Hester|Mr. Figueroa|Mrs. Mosley|Mr. Graham
322,6:17:44 AM,novak.nelson@madisonps.org,Nelson Novak,Nelson,Novak,Marcos Mills,Mr. Cook|Mrs. Harvey|Mr. Lucero
323,7:12:49 PM,johns.eli@madisonps.org,Eli Johns,Eli,Johns,Toby Gardner|Jorden Bray,Mrs. Holt|Mr. Suarez|Mrs. Braun|Mrs. Chang
324,11:35:09 PM,walls.louis@madisonps.org,Louis Walls,Louis,Walls,Oscar Olson|Johnathan Cabrera|Luis Waller|Dominique Elliott|Kristen Allison,Mrs. Ferrell|Mrs. Hunt|Mr. Gonzales
325,12:18:44 AM,bond.camille@madisonps.org,Camille Bond,Camille,Bond,Giada Gaines|Colt Larsen|Carson Walker|Mattie Pearson|Aracely Branch,Mr. King|Mr. Figueroa|Mr. Frazier
326,3:32:50 AM,lynn.ezequiel@madisonps.org,Ezequiel Lynn,Ezequiel,Lynn,Cannon Lee|Serena Meadows|Josiah Allen,Mrs. Marquez|Mrs. Bentley|Mr. Caldwell|Mr. Patrick
327,5:46:54 PM,rangel.jaelyn@madisonps.org,Jaelyn Rangel,Jaelyn,Rangel,Brooks Ford|Braelyn Melton|Ingrid Cantu|Jade Moses,Mrs. Chang|Mr. Cook|Mr. Edwards
328,2:01:40 AM,griffin.amelie@madisonps.org,Amelie Griffin,Amelie,Griffin,Alyssa Armstrong|Anastasia Turner|Steve Hooper|Jameson Beasley|Miah Vincent,Mr. Carey|Mr. Livingston|Mrs. Wood|Mr. Dorsey|Mrs. Drake
329,5:36:05 AM,shepard.roman@madisonps.org,Roman Shepard,Roman,Shepard,Santino Villarreal|Gavin Foster|Gia Mcknight|Samuel Keith|Grayson Summers,Mr. Webb|Mr. Montoya|Mr. Edwards|Mr. Patrick|Mrs. Nixon
330,10:18:38 PM,hunt.cadence@madisonps.org,Cadence Hunt,Cadence,Hunt,Lucian Parsons|Fabian Taylor|Julian Zamora|Jocelynn Carney|Danielle Taylor,Mrs. Wall|Mrs. Hunt|Mrs. Wade|Mrs. Lawson|Mr. King
331,12:07:21 PM,mccormick.mercedes@madisonps.org,Mercedes Mccormick,Mercedes,Mccormick,Lesly Marsh|Kaylee Lamb|Noah Buck|Johan Carr|Jaron Browning,Mrs. Chandler
332,7:13:37 PM,riggs.kason@madisonps.org,Kason Riggs,Kason,Riggs,Sebastian Ingram,Mrs. Wood|Mr. Schaefer
333,3:46:09 PM,richards.lamar@madisonps.org,Lamar Richards,Lamar,Richards,Harley Johns|Catalina Wood,Mrs. Blackburn|Mr. Patrick|Mrs. Wade|Mrs. Rollins|Mr. Rose
334,2:39:43 PM,neal.jacob@madisonps.org,Jacob Neal,Jacob,Neal,Johnathan Cabrera|Billy Bauer|Naima Sims|Jessie Flynn|Maggie Nash,Mr. Livingston|Mr. Kemp|Mr. Merritt
335,2:25:29 PM,buckley.amelia@madisonps.org,Amelia Buckley,Amelia,Buckley,Jasiah Moses|Preston Greene|Harper Olsen|Nikhil Madden|Anika Rojas,Mrs. Marquez|Mr. Lowe|Mr. Caldwell|Mrs. Maddox
336,8:55:08 PM,gardner.toby@madisonps.org,Toby Gardner,Toby,Gardner,Julianne Lindsey|Camryn Harrell|Payton Parrish,Mrs. Chandler|Mr. Gillespie|Mrs. Rollins
337,12:06:04 AM,stone.damion@madisonps.org,Damion Stone,Damion,Stone,Dayami Franco|Deandre Vega|Quinton Ayers|Saniya Walton,Mrs. Marquez|Mr. Campbell|Mr. Vasquez
338,11:02:47 AM,ellis.sage@madisonps.org,Sage Ellis,Sage,Ellis,Madilyn Bernard|Kenley Sellers|Francis Duarte|Willow Cordova|Anthony Banks,Mrs. Strong|Mr. Gonzales|Mr. Dorsey|Mr. Figueroa
339,8:02:50 PM,golden.brycen@madisonps.org,Brycen Golden,Brycen,Golden,Abagail Osborne|Nyasia Banks|Jenny Carson|Kyla King|Ezequiel Lynn,Mrs. Marquez|Mr. Huffman|Mrs. Chandler
340,3:01:31 AM,jacobs.cadence@madisonps.org,Cadence Jacobs,Cadence,Jacobs,Andre Gilbert|Jason Lin|Kody Davenport|Deja Krueger|Jayvon Salazar,Mr. Figueroa|Mr. Terrell|Mr. Cook|Mrs. Oliver|Mr. Schaefer
341,6:07:41 AM,harper.martha@madisonps.org,Martha Harper,Martha,Harper,Carter French|Alejandra Ware|Jason Choi|Jayla Ayers|Mckayla Sherman,Mr. Edwards|Mr. Farmer|Mrs. Costa|Mr. Marshall|Mrs. Wall
342,12:08:23 PM,rogers.alaina@madisonps.org,Alaina Rogers,Alaina,Rogers,Pamela Moyer,Mrs. Pugh|Mrs. Sanchez|Mr. Lowe|Mrs. Savage|Mr. Cabrera
343,2:47:27 AM,richard.ryland@madisonps.org,Ryland Richard,Ryland,Richard,Aracely Branch|Carolyn Roy,Mrs. Reid
344,10:49:38 PM,madden.nikhil@madisonps.org,Nikhil Madden,Nikhil,Madden,Romeo Carrillo|Derek Kim|Johan Carr|John Bernard|Antony Combs,Mrs. Holt|Mr. Richmond
345,11:17:55 PM,allison.katherine@madisonps.org,Katherine Allison,Katherine,Allison,Tessa Herman|Catherine Evans|Jaron Browning|Darren Mccormick|Weston Huerta,Mr. Figueroa|Mrs. Ferrell|Mrs. Nixon|Mr. Suarez|Mr. Gentry
346,8:40:24 PM,palmer.amber@madisonps.org,Amber Palmer,Amber,Palmer,Kiersten Joseph|Noelle Phillips|Tobias Chase,Mrs. Ferrell|Mr. Miles|Mr. Montoya
347,6:26:00 PM,orr.jakob@madisonps.org,Jakob Orr,Jakob,Orr,George Poole|Monserrat Tapia|Whitney Walters|Allen Durham,Mrs. Maddox|Mrs. Wall|Mr. Edwards|Mrs. Hunt
348,9:03:50 PM,hansen.saige@madisonps.org,Saige Hansen,Saige,Hansen,Deandre Vega|Marin Hensley|Trevor Buchanan|Semaj Braun|Haiden Mahoney,Mr. Webb|Mr. Willis|Mr. Costa
349,4:15:15 AM,benitez.jason@madisonps.org,Jason Benitez,Jason,Benitez,Jovani Arellano|Isaiah Reed|Lane Macdonald|Patience Benton|Damon Graham,Mr. Floyd|Mr. Edwards|Mr. Rose
350,9:13:49 AM,combs.antony@madisonps.org,Antony Combs,Antony,Combs,Lillie Cervantes|Joanna Waters|Danica Conway|Giselle Decker|Nicolas Booth,Mr. Costa|Mrs. Holt|Mrs. Ferrell|Mr. Merritt
351,8:59:55 AM,howe.josh@madisonps.org,Josh Howe,Josh,Howe,Jamison James|Jasiah Moses|Dakota Patel|Zaid Crawford|Reid Mueller,Mrs. Schaefer|Mrs. Oliver|Mr. Roberts
352,4:38:41 AM,stokes.faith@madisonps.org,Faith Stokes,Faith,Stokes,Cole Wells,Mr. Richmond|Mrs. Mcmillan|Mr. Patrick|Mr. Cabrera|Mrs. Hunt
353,11:23:55 PM,mills.miriam@madisonps.org,Miriam Mills,Miriam,Mills,Melina Hammond|Urijah Wang,Mr. Rose|Mrs. Holt|Mr. Lowe|Mrs. Strong|Mrs. Bentley
354,12:35:37 AM,cohen.mariam@madisonps.org,Mariam Cohen,Mariam,Cohen,Vivian Blake|Joy Weiss|Bentley Moreno|Cristian Lawson|Alyssa Armstrong,Mrs. Braun|Mrs. Walton|Mrs. Ferrell|Mrs. Parsons|Mrs. Oliver
355,12:45:06 AM,little.tanya@madisonps.org,Tanya Little,Tanya,Little,Amelia Buckley|Shelby Reeves|Marlie Garza|Elsa Stewart|Frida Whitaker,Mrs. Wall
356,6:20:24 PM,browning.jaron@madisonps.org,Jaron Browning,Jaron,Browning,Jovan Gomez|Ricardo Sanford|Josue Strong,Mrs. Mcmillan|Mr. Hester
357,7:18:40 PM,morgan.sophia@madisonps.org,Sophia Morgan,Sophia,Morgan,Jaquan Duke|Aaliyah Moore|Jaqueline Hickman|Miriam Mills,Mrs. Ferrell|Mr. Mcfarland|Mr. Frazier|Mrs. Luna|Mr. Frazier
358,9:26:21 AM,pope.jacoby@madisonps.org,Jacoby Pope,Jacoby,Pope,Alaina Rogers|Ahmad Meza|Jaylyn Stokes|Macey Gilbert|Serena Mullins,Mrs. Hickman|Mr. Cook|Mr. Terrell
359,7:04:16 PM,chang.savanna@madisonps.org,Savanna Chang,Savanna,Chang,Eden Hart|Joslyn Mathews|Lamar Murillo|Ava Sullivan|Mekhi Dunn,Mrs. Lawson|Mr. Miles|Mr. Campbell|Mr. Roberts
360,6:55:09 AM,allen.josiah@madisonps.org,Josiah Allen,Josiah,Allen,Raven Mcmahon|Jadyn Oconnell|Kale Sampson|Leonel Blackburn|Nayeli Gibson,Mr. Floyd|Mrs. Nixon|Mr. King
361,12:51:37 AM,logan.addison@madisonps.org,Addison Logan,Addison,Logan,Waylon Rosario|Alejandra Ware|Joy Weiss|Joselyn Good|Jazlynn Bond,Mr. Roberts|Mr. Young|Mrs. Reid
362,9:19:46 AM,vincent.yoselin@madisonps.org,Yoselin Vincent,Yoselin,Vincent,Cassie Valentine,Mr. Dalton|Mrs. Mcmillan|Mrs. Reid|Mrs. Hickman
363,6:18:50 AM,decker.giselle@madisonps.org,Giselle Decker,Giselle,Decker,Addison Best|Gloria Nunez,Mrs. Marquez|Mr. Roberts|Mr. Cook
364,8:09:48 AM,paul.sierra@madisonps.org,Sierra Paul,Sierra,Paul,Mark Dudley|Mya Schaefer|Joe Spence|Bentley Moreno|Antonio Bright,Mr. Kemp|Mrs. Rollins|Mr. Hester|Mr. Schaefer|Mr. Hester
365,4:52:48 PM,mcconnell.monique@madisonps.org,Monique Mcconnell,Monique,Mcconnell,Yamilet Collins|Leonidas Tyler|Dax Ross|Jovanni Abbott|Sophia Morgan,Mrs. Costa|Mr. Collins|Mr. Montoya|Mrs. Conley|Mr. Lowe
366,6:57:01 PM,shah.breanna@madisonps.org,Breanna Shah,Breanna,Shah,Julie Cardenas|Preston Kaufman|Shayla Beck,Mr. Marshall|Mrs. Braun|Mr. Gibson|Mrs. Pugh|Mrs. Wall
367,10:33:07 AM,gibson.nayeli@madisonps.org,Nayeli Gibson,Nayeli,Gibson,Wesley Lozano|Tyson Best|Shayla Beck|Monserrat Tapia,Mr. Willis
368,8:50:56 PM,gray.danika@madisonps.org,Danika Gray,Danika,Gray,Fabian Taylor|Preston Greene|Gideon Patrick|Marco Fry|Vicente Hull,Mrs. Conley|Mr. Huffman
369,7:08:52 AM,dunn.mekhi@madisonps.org,Mekhi Dunn,Mekhi,Dunn,Danny Bonilla|Mariam Cohen|Lea Grimes|Bradley Coffey|Tomas Chapman,Mrs. Oliver|Mr. Morrow|Mrs. Luna|Mr. Reed|Mrs. Marquez
370,8:58:49 PM,benton.katelyn@madisonps.org,Katelyn Benton,Katelyn,Benton,Lena Larson|Dominique Elliott|Kristian Proctor|Tate Wilson|Aarav Blackburn,Mrs. Blackburn|Mr. Schaefer|Mr. Suarez
371,6:49:58 PM,costa.gaven@madisonps.org,Gaven Costa,Gaven,Costa,Leonel Blackburn|Corinne Bolton|Carleigh Sparks|Kylan Wells|Lydia Hutchinson,Mr. Dorsey|Mr. Figueroa|Mrs. Huynh|Mr. Graham
372,10:07:29 PM,meza.jovani@madisonps.org,Jovani Meza,Jovani,Meza,Vaughn Summers,Mr. Terrell|Mr. Mcfarland|Mr. Richmond
373,1:03:30 AM,floyd.grayson@madisonps.org,Grayson Floyd,Grayson,Floyd,Savanna Chang|Moses Lambert,Mrs. Flynn|Mrs. Chandler|Mrs. Schaefer
374,9:54:09 PM,meza.patrick@madisonps.org,Patrick Meza,Patrick,Meza,Makaila Clay|Yareli Irwin|Ireland Fitzgerald|Shayla Beck|Kole Kemp,Mr. Marshall|Mr. Caldwell|Mr. King|Mrs. Reid
